Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,X,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,TotalOverTenure,TotalByTenure,TotalLastMonth,TotalServices,TotalDevices,LastMonthGroup,CardSpendGroup,TenureGroup,segment,CustomerValue,probValue,ValueGroup,kmeans_segment
1,1,Female,60,12,Crafts,Yes,27,No,79000,7.7,1.344343,4.738657,NA,No,Unmarried,1,2,2,0,0,1,0,-1,-1," $ (1,000.00)",15,Yes,Yes,AMEX,19,13,12498.3,No,30,24.45,271.55,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,14,No,No,No,No,No,271.55,9.051666666666668,24.45,3,1,Low,High,Short,3,Low,0.45001485025262805,Low,3
2,1,Male,72,11,Service,No,33,Yes,15000,19.1,0.673275,2.191725,NA,No,Married,2,12,1,0,0,1,1,Own,Foreign," $ 8,500.00 ",18,Yes,No,Disc,40,8,1629.6,No,72,90.75,2278.3500000000004,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,17,Yes,No,No,No,Yes,2278.3500000000004,31.643750000000004,90.75,1,2,High,Low,Long,6,High,0.14700542355198692,Low,2
1,1,Female,45,12,Sales,No,2,No,30000,12.3,1.08855,2.60145,NA,Yes,Married,4,6,0,0,0,1,3,Lease,Domestic," $ 15,200.00 ",16,No,No,Mast,9,7,1723.7,Yes,18,22.2,110.05,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,Yes,110.05,6.113888888888889,22.2,0,1,Low,Low,Short,1,Low,0.9996988088271365,High,1
1,2,Male,64,18,Sales,No,16,Yes,11000,10.2,0.23562,0.88638,NA,No,Unmarried,1,6,0,0,0,1,5,Own,Domestic," $ 5,400.00 ",22,Yes,Yes,AMEX,14,13,5545,No,47,17.85,285.6,Yes,20.5,951.9,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,15,Yes,Yes,Yes,No,Yes,1237.5,26.329787234042552,38.35,2,4,Low,High,Long,4,High,0.8240195938075282,High,3
1,4,Male,37,10,Professional,Yes,6,No,48000,23.1,6.419952,4.668048,NA,Yes,Unmarried,2,2,2,0,0,1,2,Own,Domestic," $ 28,000.00 ",25,No,Yes,Visa,12,10,5268.8,No,28,10.65,75.2,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,21,Yes,No,No,No,Yes,75.2,2.685714285714286,10.65,0,2,Low,High,Short,3,Low,0.9955900774941091,High,1
4,3,Female,23,10,Professional,No,2,No,35000,4.5,0.60795,0.96705,NA,Yes,Married,3,0,0,0,0,0,0,-1,-1," $ (1,000.00)",26,Yes,No,Visa,5,11,2948.2,Yes,44,26.7,361.8,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,18,No,No,No,No,No,361.8,8.222727272727273,26.7,3,1,Low,Low,Long,2,Low,0.9852554004385721,High,1
2,1,Female,53,15,Sales,No,6,No,48000,4.4,0.413952,1.698048,NA,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign," $ 23,700.00 ",30,No,No,Mast,1,15,7822.9,No,8,13.5,33.5,Yes,30.8,186.5,Yes,Yes,16.35,143.55,No,No,Yes,No,No,Yes,No,Yes,No,17,Yes,Yes,No,No,No,363.55,45.44375,60.65,5,4,Low,High,Short,3,Low,0.9568903986641993,High,3
3,3,Male,59,12,Labor,No,31,No,169000,2,1.53452,1.84548,NA,No,Married,2,1,0,1,0,1,0,-1,-1," $ (1,000.00)",20,Yes,No,Mast,38,9,6709.4,Yes,70,72.6,1697.1499999999999,No,0,0,Yes,Yes,26.85,1772.4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,27,No,Yes,No,No,Yes,3469.55,49.565000000000005,99.44999999999999,7,2,High,High,Long,8,High,0.005096176393541225,Low,3
1,1,Male,41,19,Professional,No,6,No,273000,19.8,21.405384,32.648616,NA,Yes,Unmarried,1,2,0,2,0,1,1,Own,Foreign," $ 83,600.00 ",21,Yes,Yes,Disc,11,9,3778.5,Yes,35,19.8,242.8,No,0,0,Yes,Yes,28.95,958.4499999999999,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,29,Yes,Yes,Yes,Yes,Yes,1201.25,34.32142857142857,48.75,8,6,Low,Low,Short,1,Low,0.9673054908025559,High,1
5,3,Female,65,8,Sales,Yes,2,Yes,10000,10,0.415,0.585,NA,No,Unmarried,2,1,1,0,0,0,1,Lease,Foreign," $ 6,300.00 ",23,Yes,No,Disc,36,7,1086,No,65,59.849999999999994,1344.7,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,No,No,15,No,No,No,No,Yes,1344.7,20.68769230769231,59.849999999999994,2,1,Low,Low,Long,2,Low,0.7595999776006988,High,2
4,1,Male,75,19,Sales,No,2,Yes,11000,5.4,0.288684,0.305316,NA,No,Married,2,6,0,2,0,0,2,Lease,Domestic," $ 3,300.00 ",22,No,Yes,Disc,30,1,69.7,No,61,54.6,1066.45,Yes,41.2,2464.25,Yes,No,0,0,Yes,Yes,No,2,No,No,No,No,Yes,19,Yes,No,Yes,No,Yes,3530.7,57.880327868852454,95.80000000000001,3,3,High,Low,Long,6,High,0.5383531393019546,High,2
5,4,Male,25,20,Professional,No,0,No,27000,16.1,1.582308,2.764692,NA,Yes,Unmarried,1,1,0,0,0,0,1,Own,Domestic," $ 14,200.00 ",34,No,No,Mast,1,7,982.6,Yes,1,8.1,2.7,Yes,33.1,33.1,Yes,Yes,20.9,20.9,No,No,Yes,4,Yes,Yes,Yes,No,No,28,Yes,Yes,Yes,Yes,No,56.7,56.7,62.1,6,6,Low,Low,Short,1,Low,0.9997082564195372,High,1
3,2,Female,25,17,Sales,No,0,No,24000,13.4,1.701264,1.514736,NA,Yes,Married,6,2,2,0,0,1,2,Own,Domestic," $ 16,100.00 ",28,No,No,Disc,5,11,4091,Yes,7,8.1,13.05,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,13,No,No,No,No,No,13.05,1.8642857142857143,8.1,0,1,Low,Low,Short,1,Low,0.9998215634306066,High,1
1,1,Male,27,16,Professional,No,2,No,44000,5.9,0.160952,2.435048,NA,No,Married,4,6,0,0,0,1,1,Own,Foreign," $ 14,800.00 ",13,No,Yes,Visa,9,9,2402.9,Yes,21,18.3,134.25,Yes,32.25,691.75,No,Yes,32.65,653.75,Yes,No,Yes,4,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,1479.75,70.46428571428571,83.19999999999999,4,5,High,Low,Short,5,Low,0.9782936566169015,High,1
1,1,Female,38,15,Agriculture,No,8,No,42000,4.6,0.819168,1.112832,NA,No,Unmarried,1,3,0,0,0,1,3,Own,Domestic," $ 26,700.00 ",26,No,No,AMEX,20,12,4184.3,Yes,61,45.9,870.55,Yes,32.949999999999996,2032.75,Yes,Yes,44.349999999999994,2642.2,Yes,Yes,No,Yes,No,No,No,No,Yes,14,Yes,Yes,Yes,No,No,5545.5,90.90983606557377,123.19999999999999,5,4,High,Low,Long,6,High,0.017079774570247556,Low,2
4,3,Female,72,9,Professional,No,8,Yes,9000,9.6,0.09072,0.77328,NA,No,Married,2,0,0,0,0,1,0,-1,-1," $ (1,000.00)",27,Yes,Yes,Mast,21,4,548.8,Yes,54,22.35,411.5,No,0,0,Yes,Yes,38.15,1992.3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,0,Yes,No,No,Yes,No,2403.8,44.51481481481482,60.5,7,2,Low,Low,Long,2,Low,0.9350454803522132,High,2
5,4,Male,35,14,Professional,No,5,No,34000,1.9,0.406334,0.239666,NA,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic," $ 16,300.00 ",34,No,No,Othe,2,10,3349.8,No,6,12.6,39.449999999999996,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,17,No,Yes,No,No,No,39.449999999999996,6.574999999999999,12.6,4,2,Low,Low,Short,1,Low,0.999870537852978,High,1
3,1,Female,52,15,Crafts,Yes,22,No,76000,22.6,5.41044,11.76556,NA,No,Married,4,10,3,0,0,1,1,Own,Domestic," $ 38,100.00 ",24,Yes,Yes,AMEX,34,7,2319.9,No,72,62.7,1537.55,No,0,0,Yes,Yes,52.25,3761.05,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,23,Yes,No,Yes,No,Yes,5298.6,73.59166666666667,114.95,7,4,High,Low,Long,6,High,0.026584665812606108,Low,2
3,1,Female,22,14,Sales,No,0,No,33000,5.4,0.406296,1.375704,NA,No,Married,5,3,0,0,0,1,1,Own,Foreign," $ 9,200.00 ",29,Yes,No,Visa,4,6,645.3,Yes,18,22.5,116.7,Yes,30,478.95,Yes,No,0,0,No,No,No,Yes,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes,595.65,33.09166666666667,52.5,2,4,Low,Low,Short,1,Low,0.9991219399089809,High,1
3,2,Male,78,19,Labor,No,26,Yes,10000,12.8,0.15104,1.12896,NA,No,Unmarried,1,4,1,2,1,0,2,Own,Domestic," $ 4,800.00 ",29,Yes,Yes,Disc,10,10,1677.3,Yes,26,17.1,170.45000000000002,Yes,44.8,1075.45,No,Yes,38.349999999999994,963,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,Yes,Yes,Yes,No,No,2208.9,84.95769230769231,100.25,8,4,High,Low,Short,5,Low,0.9387919701189759,High,1
2,1,Female,52,22,Sales,Yes,3,No,35000,9.7,0.546595,2.848405,NA,Yes,Married,2,5,2,0,0,0,3,Lease,Domestic," $ 19,400.00 ",22,No,No,AMEX,35,17,6605.7,No,64,40.05,855.8,Yes,56.349999999999994,3646,Yes,Yes,47,2948.9,Yes,Yes,Yes,4,Yes,No,Yes,No,Yes,16,Yes,Yes,Yes,No,Yes,7450.700000000001,116.41718750000001,143.39999999999998,7,5,High,High,Long,8,High,8.28611045013147e-4,Low,2
5,5,Female,77,17,Crafts,No,38,Yes,35000,20,2.191,4.809,NA,No,Married,2,7,0,0,0,1,2,Own,Domestic," $ 22,000.00 ",31,No,Yes,AMEX,40,10,4581,No,72,101.85,2470.6,No,0,0,Yes,No,0,0,Yes,No,No,Yes,Yes,No,No,No,No,20,Yes,Yes,No,No,Yes,2470.6,34.31388888888889,101.85,3,3,High,Low,Long,6,High,0.013659419487770288,Low,2
2,2,Female,45,21,Labor,No,14,No,215000,17.3,12.94386,24.25114,NA,Yes,Unmarried,1,5,0,0,0,1,1,Own,Foreign," $ 80,900.00 ",27,Yes,No,AMEX,18,11,6657.6,No,43,56.849999999999994,816.1,No,0,0,Yes,Yes,34.3,1440.3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,26,Yes,Yes,Yes,Yes,Yes,2256.4,52.47441860465116,91.14999999999999,7,5,High,High,Long,8,High,0.14377278066450444,Low,3
3,3,Female,79,10,Labor,No,34,Yes,9000,13.8,0.660744,0.581256,NA,No,Married,2,7,0,2,0,1,1,Lease,Domestic," $ 4,700.00 ",21,No,No,Othe,40,8,968,No,72,112.64999999999999,2704.7,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,No,No,25,No,No,No,No,Yes,2704.7,37.56527777777777,112.64999999999999,4,1,High,Low,Long,6,High,0.0686881832208782,Low,2
3,2,Male,38,14,Service,No,9,No,59000,27.1,3.853349,12.135651,NA,No,Married,4,0,0,0,0,1,1,Lease,Foreign," $ 26,700.00 ",27,No,No,Mast,20,6,2782,Yes,64,29.4,641.1,No,0,0,Yes,No,0,0,No,No,No,Yes,No,No,Yes,Yes,No,20,Yes,No,Yes,No,Yes,641.1,10.0171875,29.4,3,3,Low,Low,Long,2,Low,0.8751200405460233,High,2
3,2,Male,34,19,Crafts,Yes,5,No,41000,9.6,0.232224,3.703776,NA,No,Married,4,10,0,2,0,1,2,Own,Foreign," $ 18,000.00 ",26,No,Yes,Disc,15,11,2005.4,No,29,22.5,218.9,No,0,0,Yes,Yes,27.85,765.7,No,Yes,Yes,4,No,Yes,No,No,Yes,21,Yes,Yes,Yes,No,Yes,984.6,33.95172413793104,50.35,4,5,Low,Low,Short,1,Low,0.9938425033199892,High,1
3,5,Female,68,8,Sales,Yes,8,Yes,18000,2,0.08352,0.27648,NA,Yes,Unmarried,1,2,1,1,0,0,2,Lease,Foreign," $ 7,300.00 ",33,Yes,Yes,Mast,9,13,2177.1,No,18,15.75,96.6,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,15,No,No,No,Yes,No,96.6,5.366666666666666,15.75,4,2,Low,Low,Short,1,Low,0.9997234769907434,High,1
3,4,Female,61,20,Professional,No,15,No,115000,10.6,6.85078,5.33922,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Domestic," $ 58,200.00 ",29,No,No,Disc,20,14,3455.4,Yes,45,41.55,570,Yes,58.2,2547.7,Yes,Yes,85.25,3817.4500000000003,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,24,Yes,No,Yes,Yes,Yes,6935.15,154.11444444444444,185,9,5,High,Low,Long,6,High,0.004458883277619841,Low,2
3,1,Female,55,18,Professional,No,4,No,217000,2.9,0.849555,5.443445,NA,No,Married,4,1,1,0,0,1,3,Own,Foreign," $ 85,300.00 ",21,Yes,No,Visa,11,10,5447,Yes,34,33.6,383.15000000000003,Yes,48.55,1603.6,Yes,Yes,41.05,1325.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,22,Yes,No,No,Yes,No,3312.45,97.425,123.2,9,4,High,High,Short,7,High,0.13235489022607344,Low,2
4,1,Female,37,17,Sales,Yes,3,No,37000,11.4,0.662226,3.555774,NA,Yes,Married,3,2,0,2,0,0,3,Own,Foreign," $ 14,100.00 ",25,Yes,No,AMEX,19,14,10486.7,Yes,57,47.55,975.2,Yes,33.5,1866.4,Yes,No,0,0,Yes,No,No,2,No,No,No,No,No,26,Yes,Yes,Yes,No,Yes,2841.6000000000004,49.852631578947374,81.05,2,4,High,High,Long,8,High,0.0056082925932122935,Low,3
5,4,Female,38,9,Agriculture,No,17,No,32000,5.7,0.862752,0.961248,NA,No,Married,6,2,0,0,0,1,2,Lease,Domestic," $ 20,000.00 ",25,Yes,No,Visa,20,12,3182.9,No,68,45.9,1051.05,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,27,No,No,No,No,Yes,1051.05,15.456617647058822,45.9,5,1,Low,Low,Long,2,Low,0.5730988469134715,High,2
1,1,Male,79,9,Agriculture,Yes,30,Yes,13000,0.5,0.00494,0.06006,NA,No,Married,2,8,0,0,0,0,4,Lease,Domestic," $ 8,500.00 ",24,No,Yes,Visa,40,10,2259.2,No,72,237.15,5622.3,No,0,0,Yes,No,0,0,Yes,No,No,No,Yes,Yes,No,No,No,22,No,No,No,No,Yes,5622.3,78.0875,237.15,3,1,High,Low,Long,6,High,2.3784526042223698e-5,Low,2
5,2,Male,50,15,Professional,No,12,No,72000,9.7,0.537768,6.446232,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $ 30,400.00 ",18,No,Yes,Disc,9,9,1435.4,No,25,14.4,118.64999999999999,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,No,No,No,15,No,Yes,No,No,Yes,118.64999999999999,4.7459999999999996,14.4,1,2,Low,Low,Short,1,Low,0.9996549991070212,High,1
5,4,Female,52,14,Service,No,10,No,80000,11,1.1264,7.6736,NA,No,Married,2,12,0,3,0,1,1,Own,Foreign," $ 37,800.00 ",32,No,Yes,AMEX,23,8,8144.9,No,55,48.6,875.5,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,20,Yes,Yes,Yes,No,No,875.5,15.918181818181818,48.6,1,4,Low,High,Long,4,High,0.16991309714740732,Low,3
2,3,Female,36,17,Sales,No,1,No,45000,11.9,1.52082,3.83418,NA,Yes,Married,2,7,0,1,0,0,2,Own,Domestic," $ 23,400.00 ",27,No,Yes,Visa,12,11,5777.7,No,33,27.75,308.75,Yes,33.25,1071.25,No,No,0,0,No,Yes,No,No,No,Yes,No,No,No,21,No,Yes,Yes,No,No,1380,41.81818181818182,61,3,3,Low,High,Short,3,Low,0.8355639233509241,High,3
1,3,Male,79,10,Professional,Yes,10,Yes,9000,16.3,0.472374,0.994626,NA,No,Unmarried,1,7,0,0,0,0,1,Own,Domestic," $ 5,800.00 ",20,No,Yes,Mast,12,8,827.1,Yes,23,23.85,185.4,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,0,No,No,No,No,No,185.4,8.060869565217391,23.85,1,0,Low,Low,Short,1,Low,0.9996749447924949,High,1
5,1,Male,37,17,Service,No,10,No,39000,5.1,0.242658,1.746342,NA,No,Unmarried,1,0,0,0,0,1,1,Own,Foreign," $ 22,000.00 ",18,Yes,Yes,Disc,16,16,2940,Yes,39,50.7,641.05,No,0,0,Yes,Yes,37.5,1410.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,Yes,Yes,Yes,Yes,2051.55,52.603846153846156,88.2,9,6,High,Low,Short,5,Low,0.7672431811113389,High,2
2,1,Female,72,14,Labor,No,31,Yes,40000,4.8,0.64704,1.27296,NA,No,Unmarried,1,8,0,0,0,1,3,Own,Foreign," $ 17,000.00 ",18,No,No,Mast,36,13,2468.9,No,69,35.7,824.8499999999999,No,0,0,Yes,No,0,0,No,No,No,No,No,Yes,Yes,No,No,20,No,Yes,No,No,Yes,824.8499999999999,11.954347826086956,35.7,2,2,Low,Low,Long,2,Low,0.7738028317784721,High,2
4,5,Female,21,10,Labor,No,2,No,20000,2.5,0.0825,0.4175,NA,No,Unmarried,1,0,0,0,0,0,3,Own,Foreign," $ 10,600.00 ",29,No,No,Visa,3,10,2783.1,Yes,14,18.6,73.7,No,0,0,Yes,Yes,16.2,238.7,No,Yes,No,No,Yes,No,Yes,No,Yes,18,Yes,No,Yes,No,No,312.4,22.314285714285713,34.8,4,3,Low,Low,Short,1,Low,0.9992108773461336,High,1
2,1,Female,19,14,Professional,No,0,No,27000,23.1,3.411639,2.825361,NA,Yes,Married,5,2,0,2,0,0,4,Own,Foreign," $ 10,900.00 ",21,Yes,No,Mast,1,6,1298.9,No,9,9.15,19.4,No,0,0,No,No,0,0,No,No,No,No,Yes,Yes,No,Yes,No,22,No,No,No,No,No,19.4,2.1555555555555554,9.15,3,1,Low,Low,Short,1,Low,0.999959984875775,High,1
4,5,Female,59,20,Professional,No,7,No,42000,8.2,1.646232,1.797768,NA,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 11,600.00 ",35,No,No,AMEX,8,6,2730.4,Yes,19,28.2,173.7,No,0,0,No,No,0,0,Yes,No,No,No,No,No,Yes,No,No,21,Yes,Yes,No,No,No,173.7,9.142105263157895,28.2,2,3,Low,Low,Short,1,Low,0.9990970232625832,High,1
3,1,Male,57,7,Professional,No,18,No,62000,10.5,3.76929,2.74071,NA,No,Married,2,4,0,1,3,1,3,Own,Domestic," $ 24,800.00 ",25,No,No,AMEX,40,9,2587.5,Yes,72,127.35,3010.5,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,13,No,No,No,No,Yes,3010.5,41.8125,127.35,1,1,High,Low,Long,6,High,0.011100245508070653,Low,2
1,2,Female,43,13,Professional,No,6,No,88000,10.4,0.402688,8.749312,NA,No,Unmarried,1,9,1,0,0,1,2,Own,Foreign," $ 35,300.00 ",31,No,Yes,Visa,25,5,900.6,Yes,56,55.05,1032.6499999999999,Yes,59.65,3268.8,Yes,Yes,78.3,4281.9,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No,8583.349999999999,153.2741071428571,193,9,5,High,Low,Long,6,High,0.004239420509668779,Low,2
4,2,Female,29,16,Professional,Yes,2,No,43000,14.1,1.139844,4.923156,NA,Yes,Unmarried,1,1,0,1,0,1,5,Own,Foreign," $ 17,600.00 ",23,No,Yes,Visa,4,8,1490.2,Yes,5,21.3,42.15,Yes,50.5,169.65,Yes,Yes,44.75,176.8,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,Yes,Yes,No,388.6,77.72,116.55,9,6,High,Low,Short,5,Low,0.9854969788149586,High,1
1,1,Male,54,12,Labor,Yes,20,No,135000,13.1,1.52091,16.16409,NA,No,Unmarried,1,5,0,2,0,0,0,-1,-1," $ (1,000.00)",25,No,No,Mast,34,6,4852.1,No,66,25.5,628.25,Yes,39,2481.8500000000004,Yes,Yes,48.949999999999996,3076.8500000000004,Yes,No,Yes,2,Yes,Yes,Yes,Yes,No,21,Yes,Yes,Yes,Yes,Yes,6186.950000000001,93.74166666666667,113.44999999999999,8,6,High,Low,Long,6,High,0.011392959996025513,Low,2
4,1,Male,36,10,Sales,No,7,No,47000,4.8,0.521136,1.734864,NA,No,Married,2,3,2,1,0,1,3,Own,Foreign," $ 27,100.00 ",26,Yes,No,Visa,6,4,1582.9,No,10,12.9,41.5,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,22,No,No,No,No,No,41.5,4.15,12.9,0,1,Low,Low,Short,1,Low,0.9999334776154221,High,1
2,1,Male,46,19,Sales,No,3,No,70000,6.4,1.71584,2.76416,NA,No,Unmarried,1,4,0,0,0,0,3,Own,Foreign," $ 16,800.00 ",22,No,No,Visa,2,13,4965.9,Yes,4,7.6499999999999995,5.35,Yes,24.8,62.75,No,No,0,0,Yes,No,No,4,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,68.1,17.025,32.45,2,4,Low,Low,Short,1,Low,0.9990829178080741,High,1
5,2,Female,72,11,Labor,Yes,30,No,133000,4.1,2.110311,3.342689,NA,No,Unmarried,1,0,0,0,0,1,2,Own,Foreign," $ 69,200.00 ",27,Yes,No,Disc,31,17,2959.3,No,55,37.949999999999996,670.05,No,0,0,Yes,No,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,20,Yes,No,No,No,Yes,670.05,12.182727272727272,37.949999999999996,6,3,Low,Low,Long,2,Low,0.9113649286786745,High,2
2,4,Female,73,13,Sales,No,16,Yes,21000,9.5,0.05586,1.93914,NA,No,Unmarried,1,0,0,0,0,0,1,Lease,Foreign," $ 11,000.00 ",21,No,No,Visa,28,8,1306.3,No,55,37.05,671.9,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,23,No,No,No,No,No,671.9,12.216363636363637,37.05,4,1,Low,Low,Long,2,Low,0.9687587901336028,High,2
5,3,Male,62,13,Professional,Yes,18,No,83000,15.8,3.160474,9.953526,NA,No,Unmarried,1,2,0,2,0,1,1,Own,Foreign," $ 49,200.00 ",25,Yes,Yes,Visa,18,13,12121.5,Yes,54,17.25,297.35,No,0,0,Yes,Yes,33.8,1730.55,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,17,Yes,No,No,No,Yes,2027.9,37.553703703703704,51.05,7,3,Low,High,Long,4,High,0.015548906611864612,Low,3
4,1,Male,74,16,Professional,No,15,No,106000,12.6,5.035212,8.320788,NA,No,Unmarried,3,0,0,0,0,1,1,Own,Domestic," $ 46,000.00 ",17,No,No,AMEX,37,13,9831.2,No,69,85.8,2037.05,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,19,Yes,No,Yes,No,No,2037.05,29.52246376811594,85.8,1,3,High,High,Long,8,High,0.0017285282295537582,Low,3
2,2,Female,59,15,Sales,No,5,Yes,17000,5.4,0.218484,0.699516,NA,No,Married,4,6,0,0,0,1,1,Own,Domestic," $ 10,500.00 ",23,Yes,No,Disc,37,16,3910.3,No,67,60.6,1364.75,Yes,31.75,2099.6,Yes,No,0,0,Yes,No,No,4,No,No,No,No,Yes,18,Yes,Yes,No,Yes,Yes,3464.35,51.70671641791045,92.35,2,4,High,Low,Long,6,High,0.0600283677213569,Low,2
4,1,Male,24,14,Service,No,2,No,27000,7.8,0.882414,1.223586,NA,No,Unmarried,1,0,0,0,0,0,2,Own,Domestic," $ 11,900.00 ",18,Yes,No,Visa,6,9,2199.9,Yes,58,89.85,1691.1499999999999,Yes,31.45,1843.5,Yes,No,0,0,Yes,No,No,3,No,No,No,No,No,20,Yes,Yes,Yes,No,Yes,3534.6499999999996,60.94224137931034,121.3,2,4,High,Low,Long,6,High,0.08712011787685985,Low,2
3,3,Female,31,17,Sales,No,1,No,35000,28.9,6.868085,3.246915,NA,Yes,Unmarried,1,0,0,0,0,0,3,Own,Foreign," $ 22,200.00 ",28,Yes,Yes,Mast,6,8,1176.9,Yes,9,14.1,46.65,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,25,No,Yes,No,No,No,46.65,5.183333333333334,14.1,0,2,Low,Low,Short,1,Low,0.9999506663369446,High,1
3,4,Male,33,19,Sales,No,2,No,82000,6.2,2.536916,2.547084,NA,No,Married,4,0,0,0,0,1,3,Own,Domestic," $ 44,500.00 ",27,No,No,AMEX,15,12,5121.3,Yes,41,28.35,393.4,Yes,23.75,908.1,No,No,0,0,Yes,No,No,2,No,No,No,No,Yes,26,Yes,No,No,No,No,1301.5,31.74390243902439,52.1,2,2,Low,High,Long,4,High,0.8425727298926872,High,1
3,3,Female,50,15,Sales,No,2,No,69000,8.8,1.2144,4.8576,NA,No,Married,2,0,0,0,0,1,1,Lease,Domestic," $ 21,500.00 ",16,No,Yes,Disc,27,12,3706.7,Yes,45,57,877.55,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,No,877.55,19.50111111111111,57,0,1,Low,Low,Long,2,Low,0.8644296942542815,High,2
3,4,Male,54,16,Professional,No,6,No,55000,6.2,1.34354,2.06646,NA,No,Married,2,0,0,0,0,1,3,Own,Domestic," $ 28,500.00 ",13,No,Yes,AMEX,22,10,3290.6,No,50,59.7,941.8499999999999,No,0,0,Yes,No,0,0,Yes,No,No,2,No,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,Yes,941.8499999999999,18.837,59.7,3,4,Low,Low,Long,2,Low,0.8037224754504098,High,2
2,2,Female,73,10,Professional,No,20,Yes,16000,14.1,0.712896,1.543104,NA,No,Married,2,8,0,0,0,0,2,Own,Domestic," $ 8,700.00 ",26,Yes,No,Visa,39,13,3465.1,No,70,53.1,1386.05,No,0,0,Yes,No,0,0,Yes,Yes,No,No,Yes,Yes,No,Yes,No,25,No,No,No,No,Yes,1386.05,19.800714285714285,53.1,5,1,Low,Low,Long,2,Low,0.3721783615778282,Low,2
4,1,Male,26,14,Sales,No,1,No,32000,5.1,0.502656,1.129344,NA,Yes,Unmarried,3,1,1,0,0,1,0,-1,-1," $ (1,000.00)",26,No,No,Visa,5,16,4257.9,No,24,36,283.1,Yes,31.6,709.65,Yes,No,0,0,No,No,No,Yes,No,No,Yes,Yes,No,23,Yes,Yes,Yes,Yes,No,992.75,41.364583333333336,67.6,4,5,Low,Low,Short,1,Low,0.9609014413612346,High,1
